geoid20,total_reg,eth1_aa,eth1_eur,g20201103_voted_all,g20201103_pct_voted_all
100030103002010,14,5,1,7,0.6999999999999998
100030103002009,55,15,25,29,0.5917999999999998
100030103002008,0,0,0,0,
100030103002007,206,58,104,117,0.6222999999999999
100030103002006,149,51,70,93,0.6691
100030103002005,8,3,4,3,0.4285999999999999
100030103002004,59,12,14,30,0.5882
100030103002003,159,59,68,108,0.7152
100030103002002,50,11,33,28,0.5714
100030103002001,42,14,21,24,0.6486
100030103002000,69,10,45,43,0.7287999999999998
100030103001022,39,5,31,21,0.5526
100030103001021,27,5,16,17,0.6537999999999999
100030103001020,54,8,31,31,0.6458
100030103001019,32,2,20,24,0.7742
100030103001018,22,4,15,21,0.9545
100030103001017,52,13,27,34,0.7234
100030103001016,43,10,25,31,0.7560999999999999
100030103001015,18,5,8,13,0.7222
100030103001014,32,10,16,17,0.6537999999999999
100030103001013,41,8,26,30,0.75
100030103001012,71,7,55,48,0.7058999999999999
100030103001011,38,4,30,31,0.8377999999999999
100030103001010,27,3,22,23,0.8518999999999999
100030103001009,30,9,16,17,0.5862
100030103001008,44,7,26,32,0.8648999999999998
100030103001007,50,10,27,32,0.7272999999999998
100030103001006,18,1,7,14,0.8234999999999999
100030103001005,58,16,30,39,0.7091
100030103001004,27,7,11,21,0.84
100030103001003,81,27,39,53,0.7066999999999999
100030103001002,0,0,0,0,
100030103001001,0,0,0,0,
100030103001000,0,0,0,0,
100030102002010,40,11,18,32,0.8
100030102002009,55,16,33,35,0.7291999999999998
100030102002008,56,16,25,38,0.7308
100030102002007,58,17,27,33,0.6471000000000001
100030102002006,58,15,27,43,0.8268999999999999
100030102002005,23,8,11,13,0.65
100030102002004,20,6,10,13,0.8667
100030102002003,63,17,35,47,0.7581
100030102002002,43,10,25,32,0.7804999999999999
100030102002001,43,4,33,31,0.7560999999999999
100030102002000,292,73,180,203,0.7575
100030102001011,0,0,0,0,
100030102001010,76,7,50,55,0.7534
100030102001009,72,10,42,49,0.7101
100030102001008,93,19,59,62,0.6965999999999998
100030102001007,80,23,49,53,0.7465
100030102001006,51,13,32,28,0.5714
100030102001005,65,21,34,42,0.7367999999999999
100030102001004,81,26,39,58,0.7632000000000001
100030102001003,77,28,29,56,0.7887
100030102001002,68,23,31,40,0.6060999999999999
100030102001001,73,15,41,45,0.6617999999999999
100030102001000,155,28,89,99,0.6971999999999999
100030101063000,307,112,137,213,0.7607000000000002
100030101062003,0,0,0,0,
100030101062002,255,103,89,128,0.6184
100030101062001,0,0,0,0,
100030101062000,51,21,18,34,0.7556
100030101061009,0,0,0,0,
100030101061008,0,0,0,0,
100030101061007,0,0,0,0,
100030101061006,0,0,0,0,
100030101061005,219,103,62,110,0.6145
100030101061004,3,1,2,1,0.3332999999999999
100030101061003,6,0,4,5,0.8333
100030101061002,37,7,23,29,0.7837999999999999
100030101061001,0,0,0,0,
100030101061000,0,0,0,0,
100030101052013,0,0,0,0,
100030101052012,54,30,14,22,0.5366
100030101052011,129,80,33,54,0.5293999999999999
100030101052010,88,41,31,55,0.6875
100030101052009,97,45,30,50,0.5952
100030101052008,69,30,31,42,0.7240999999999999
100030101052007,164,68,70,94,0.6026
100030101052006,0,0,0,0,
100030101052005,24,7,17,19,0.7916999999999998
100030101052004,3,2,1,0,0.0
100030101052003,0,0,0,0,
100030101052002,511,250,138,229,0.5227999999999999
100030101052001,0,0,0,0,
100030101052000,0,0,0,0,
100030101051021,0,0,0,0,
100030101051020,0,0,0,0,
100030101051019,0,0,0,0,
100030101051018,20,2,15,17,0.8499999999999999
100030101051017,0,0,0,0,
100030101051016,89,48,29,34,0.4304
100030101051015,0,0,0,0,
100030101051014,62,29,24,39,0.6842
100030101051013,141,51,75,62,0.4732999999999999
100030101051012,60,25,28,23,0.434
100030101051011,5,3,1,3,0.75
100030101051010,2,0,1,1,0.5
100030101051009,0,0,0,0,
100030101051008,0,0,0,0,
100030101051007,0,0,0,0,
100030101051006,0,0,0,0,
100030101051005,0,0,0,0,
100030101051004,0,0,0,0,
100030101051003,0,0,0,0,
100030101051002,0,0,0,0,
100030101051001,14,2,6,4,0.4444
100030101051000,163,86,58,101,0.6689
100030101042012,32,5,26,22,0.6875
100030101042011,29,5,17,23,0.8214
100030101042010,32,8,14,23,0.7666999999999999
100030101042009,28,7,19,23,0.8846
100030101042008,17,3,12,11,0.8462
100030101042007,23,4,19,16,0.7619
100030101042006,35,10,20,23,0.7419
100030101042005,39,10,16,22,0.5788999999999999
100030101042004,33,4,23,21,0.6773999999999998
100030101042003,110,24,69,74,0.7399999999999999
100030101042002,127,83,26,65,0.5962999999999999
100030101042001,370,194,117,197,0.5952
100030101042000,71,19,33,44,0.6769
100030101041052,0,0,0,0,
100030101041051,0,0,0,0,
100030101041050,0,0,0,0,
100030101041049,229,122,48,103,0.4951999999999999
100030101041048,26,7,15,21,0.8077000000000002
100030101041047,14,4,6,11,0.7857
100030101041046,0,0,0,0,
100030101041045,0,0,0,0,
100030101041044,7,1,6,2,0.2857
100030101041043,187,60,97,109,0.6942999999999999
100030101041042,0,0,0,0,
100030101041041,18,8,7,8,0.4706
100030101041040,25,13,7,16,0.6666999999999998
100030101041039,28,14,13,13,0.4814999999999999
100030101041038,276,120,121,148,0.5944
100030101041037,18,8,9,10,0.5882
100030101041036,0,0,0,0,
100030101041035,0,0,0,0,
100030101041034,0,0,0,0,
100030101041033,0,0,0,0,
100030101041032,0,0,0,0,
100030101041031,0,0,0,0,
100030101041030,0,0,0,0,
100030101041029,5,0,5,4,1.0
100030101041028,0,0,0,0,
100030101041027,21,7,12,17,0.8095000000000001
100030101041026,48,13,24,38,0.8443999999999999
100030101041025,43,16,25,30,0.7142999999999999
100030101041024,123,37,67,86,0.7543999999999998
100030101041023,1,0,1,1,1.0
100030101041022,40,17,15,25,0.6944
100030101041021,55,27,23,28,0.5714
100030101041020,3,0,1,3,1.0
100030101041019,0,0,0,0,
100030101041018,0,0,0,0,
100030101041017,0,0,0,0,
100030101041016,32,19,9,24,0.8276
100030101041015,0,0,0,0,
100030101041014,0,0,0,0,
100030101041013,0,0,0,0,
100030101041012,0,0,0,0,
100030101041011,0,0,0,0,
100030101041010,88,37,39,56,0.6828999999999998
100030101041009,0,0,0,0,
100030101041008,0,0,0,0,
100030101041007,0,0,0,0,
100030101041006,0,0,0,0,
100030101041005,0,0,0,0,
100030101041004,0,0,0,0,
100030101041003,0,0,0,0,
100030101041002,0,0,0,0,
100030101041001,0,0,0,0,
100030101041000,0,0,0,0,
100030030022032,0,0,0,0,
100030030022031,0,0,0,0,
100030030022030,16,12,4,6,0.4285999999999999
100030030022029,0,0,0,0,
100030030022028,13,10,1,3,0.3332999999999999
100030030022027,0,0,0,0,
100030030022026,1,0,0,0,0.0
100030030022025,27,20,3,7,0.2691999999999999
100030030022024,2,2,0,1,0.5
100030030022023,46,39,3,25,0.6409999999999999
100030030022022,1,1,0,0,0.0
100030030022021,0,0,0,0,
100030030022020,0,0,0,0,
100030030022019,0,0,0,0,
100030030022018,0,0,0,0,
100030030022017,19,17,2,11,0.5788999999999999
100030030022016,56,41,5,26,0.4906
100030030022015,0,0,0,0,
100030030022014,0,0,0,0,
100030030022013,31,23,2,8,0.2857
100030030022012,3,1,1,1,0.5
100030030022011,8,7,0,2,0.4
100030030022010,0,0,0,0,
100030030022009,1,1,0,1,1.0
100030030022008,2,1,0,0,0.0
100030030022007,48,45,1,23,0.5111
100030030022006,0,0,0,0,
100030030022005,0,0,0,0,
100030030022004,0,0,0,0,
100030030022003,32,29,0,14,0.4375
100030030022002,104,87,7,35,0.3571
100030030022001,2,2,0,0,0.0
100030030022000,0,0,0,0,
100030030021038,27,21,3,12,0.4799999999999999
100030030021037,30,24,0,18,0.5999999999999999
100030030021036,9,8,1,3,0.375
100030030021035,83,73,4,37,0.4932999999999999
100030030021034,30,27,3,22,0.7586
100030030021033,31,24,4,12,0.4615
100030030021032,19,17,1,12,0.6666999999999998
100030030021031,0,0,0,0,
100030030021030,0,0,0,0,
100030030021029,0,0,0,0,
100030030021028,8,8,0,2,0.2857
100030030021027,0,0,0,0,
100030030021026,0,0,0,0,
100030030021025,0,0,0,0,
100030030021024,1,1,0,0,0.0
100030030021023,0,0,0,0,
100030030021022,0,0,0,0,
100030030021021,19,14,1,8,0.4706
100030030021020,24,17,1,7,0.3181999999999999
100030030021019,0,0,0,0,
100030030021018,0,0,0,0,
100030030021017,42,33,6,31,0.7948999999999999
100030030021016,56,51,2,35,0.6731
100030030021015,14,10,2,4,0.3076999999999999
100030030021014,3,2,0,0,0.0
100030030021013,0,0,0,0,
100030030021012,61,55,3,39,0.6609999999999999
100030030021011,0,0,0,0,
100030030021010,0,0,0,0,
100030030021009,0,0,0,0,
100030030021008,0,0,0,0,
100030030021007,0,0,0,0,
100030030021006,0,0,0,0,
100030030021005,0,0,0,0,
100030030021004,0,0,0,0,
100030030021003,47,34,9,9,0.2646999999999999
100030030021002,0,0,0,0,
100030030021001,6,5,1,2,0.3332999999999999
100030030021000,0,0,0,0,
100030029004011,30,23,2,11,0.3928999999999999
100030029004010,45,39,6,20,0.4545
100030029004009,33,27,3,17,0.5862
100030029004008,0,0,0,0,
100030029004007,0,0,0,0,
100030029004006,90,77,8,50,0.5952
100030029004005,46,44,1,21,0.4883999999999999
100030029004004,46,32,9,23,0.561
100030029004003,32,24,6,10,0.3571
100030029004002,34,27,7,12,0.3871
100030029004001,179,165,8,107,0.6446
100030029004000,56,51,2,36,0.6922999999999999
100030029003009,20,18,0,10,0.5555999999999999
100030029003008,9,8,0,5,0.625
100030029003007,51,48,0,21,0.4375
100030029003006,27,23,3,11,0.4073999999999999
100030029003005,49,35,5,28,0.5833
100030029003004,74,69,4,50,0.7142999999999999
100030029003003,164,138,10,95,0.6050999999999999
100030029003002,344,283,22,195,0.5804
100030029003001,0,0,0,0,
100030029003000,0,0,0,0,
100030029002013,11,8,1,4,0.4444
100030029002012,0,0,0,0,
100030029002011,0,0,0,0,
100030029002010,15,13,2,3,0.2
100030029002009,112,94,6,42,0.4285999999999999
100030029002008,56,48,0,33,0.6226
100030029002007,51,41,6,26,0.5305999999999998
100030029002006,97,66,22,16,0.2024999999999999
100030029002005,0,0,0,0,
100030029002004,43,40,0,26,0.65
100030029002003,21,19,0,12,0.6666999999999998
100030029002002,0,0,0,0,
100030029002001,0,0,0,0,
100030029002000,3,2,1,0,0.0
100030029001023,31,24,3,10,0.3846
100030029001022,30,27,0,12,0.4444
100030029001021,0,0,0,0,
100030029001020,11,11,0,4,0.3636
100030029001019,24,21,0,8,0.3478
100030029001018,52,47,2,33,0.6734999999999999
100030029001017,40,32,1,17,0.4857
100030029001016,26,25,1,14,0.5599999999999999
100030029001015,48,45,1,26,0.6047
100030029001014,38,34,0,22,0.6110999999999999
100030029001013,0,0,0,0,
100030029001012,0,0,0,0,
100030029001011,10,9,1,2,0.2222
100030029001010,22,17,2,10,0.5555999999999999
100030029001009,20,13,2,8,0.4211
100030029001008,18,14,2,6,0.4
100030029001007,14,12,1,8,0.6154
100030029001006,0,0,0,0,
100030029001005,5,5,0,3,0.5999999999999999
100030029001004,20,18,1,10,0.5555999999999999
100030029001003,0,0,0,0,
100030029001002,0,0,0,0,
100030029001001,1,1,0,1,1.0
100030029001000,0,0,0,0,
100030028002047,0,0,0,0,
100030028002046,0,0,0,0,
100030028002045,0,0,0,0,
100030028002044,0,0,0,0,
100030028002043,0,0,0,0,
100030028002042,0,0,0,0,
100030028002041,53,20,21,26,0.7647
100030028002040,0,0,0,0,
100030028002039,0,0,0,0,
100030028002038,0,0,0,0,
100030028002037,0,0,0,0,
100030028002036,0,0,0,0,
100030028002035,0,0,0,0,
100030028002034,0,0,0,0,
100030028002033,0,0,0,0,
100030028002032,0,0,0,0,
100030028002031,0,0,0,0,
100030028002030,0,0,0,0,
100030028002029,2,1,0,1,0.5
100030028002028,44,25,14,12,0.4799999999999999
100030028002027,88,46,28,52,0.6933
100030028002026,0,0,0,0,
100030028002025,0,0,0,0,
100030028002024,0,0,0,0,
100030028002023,0,0,0,0,
100030028002022,10,5,3,9,1.0
100030028002021,20,7,6,8,0.4211
100030028002020,15,6,8,3,0.2308
100030028002019,21,7,9,9,0.8182
100030028002018,41,29,8,21,0.5833
100030028002017,1,0,1,0,0.0
100030028002016,15,5,6,2,0.1666999999999999
100030028002015,0,0,0,0,
100030028002014,38,18,12,13,0.3714
100030028002013,26,7,14,9,0.3913
100030028002012,37,19,10,11,0.4073999999999999
100030028002011,0,0,0,0,
100030028002010,140,49,60,40,0.5555999999999999
100030028002009,7,0,5,4,0.6666999999999998
100030028002008,36,22,11,12,0.3636
100030028002007,8,8,0,4,0.5
100030028002006,48,24,11,17,0.3778
100030028002005,36,20,14,13,0.3714
100030028002004,12,2,3,3,0.2999999999999999
100030028002003,20,6,5,7,0.4118
100030028002002,36,10,12,16,0.6154
100030028002001,0,0,0,0,
100030028002000,15,13,2,5,0.3571
100030028001071,5,1,2,2,0.4
100030028001070,886,216,421,592,0.675
100030028001069,32,17,9,19,0.6552000000000001
100030028001068,0,0,0,0,
100030028001067,0,0,0,0,
100030028001066,0,0,0,0,
100030028001065,1,0,1,0,0.0
100030028001064,0,0,0,0,
100030028001063,13,9,2,7,0.5833
100030028001062,7,6,0,4,0.6666999999999998
100030028001061,0,0,0,0,
100030028001060,0,0,0,0,
100030028001059,0,0,0,0,
100030028001058,238,125,78,116,0.6073
100030028001057,3,1,0,0,0.0
100030028001056,54,25,19,28,0.5599999999999999
100030028001055,56,24,19,28,0.6666999999999998
100030028001054,5,3,1,0,0.0
100030028001053,68,40,17,17,0.2833
100030028001052,22,11,6,10,0.625
100030028001051,34,13,17,3,0.1071
100030028001050,1,0,1,0,
100030028001049,3,0,1,0,0.0
100030028001048,13,6,2,6,0.5
100030028001047,1,1,0,1,1.0
100030028001046,1,1,0,1,1.0
100030028001045,1,0,1,0,0.0
100030028001044,0,0,0,0,
100030028001043,2,0,0,0,0.0
100030028001042,0,0,0,0,
100030028001041,7,2,4,5,0.7142999999999999
100030028001040,0,0,0,0,
100030028001039,2,2,0,2,1.0
100030028001038,0,0,0,0,
100030028001037,0,0,0,0,
100030028001036,54,23,25,31,0.6738999999999999
100030028001035,35,11,20,24,0.7272999999999998
100030028001034,0,0,0,0,
100030028001033,0,0,0,0,
100030028001032,3,2,1,0,0.0
100030028001031,0,0,0,0,
100030028001030,84,37,43,44,0.6197000000000001
100030028001029,28,9,17,21,0.75
100030028001028,67,22,35,53,0.8413
100030028001027,36,11,19,17,0.6070999999999999
100030028001026,0,0,0,0,
100030028001025,0,0,0,0,
100030028001024,0,0,0,0,
100030028001023,0,0,0,0,
100030028001022,6,1,3,2,0.3332999999999999
100030028001021,0,0,0,0,
100030028001020,71,28,30,21,0.3332999999999999
100030028001019,0,0,0,0,
100030028001018,0,0,0,0,
100030028001017,19,7,6,14,0.7778
100030028001016,44,20,22,30,0.7317
100030028001015,25,10,13,22,0.9167
100030028001014,56,11,33,42,0.7924999999999999
100030028001013,34,14,15,24,0.8571000000000002
100030028001012,0,0,0,0,
100030028001011,0,0,0,0,
100030028001010,38,6,26,24,0.75
100030028001009,0,0,0,0,
100030028001008,10,8,2,4,0.4444
100030028001007,0,0,0,0,
100030028001006,0,0,0,0,
100030028001005,0,0,0,0,
100030028001004,0,0,0,0,
100030028001003,0,0,0,0,
100030028001002,0,0,0,0,
100030028001001,0,0,0,0,
100030028001000,0,0,0,0,
100030027002020,63,24,11,30,0.5262999999999999
100030027002019,59,29,10,22,0.4
100030027002018,51,25,13,14,0.2857
100030027002017,44,21,10,26,0.65
100030027002016,74,38,12,40,0.5714
100030027002015,51,23,14,26,0.5305999999999998
100030027002014,54,29,10,29,0.537
100030027002013,26,13,6,12,0.5217
100030027002012,35,13,12,21,0.6363999999999999
100030027002011,53,31,13,20,0.4166999999999999
100030027002010,39,15,9,20,0.5404999999999999
100030027002009,72,37,20,34,0.5
100030027002008,41,29,7,21,0.5384999999999999
100030027002007,75,44,18,41,0.5942
100030027002006,46,27,8,17,0.3953
100030027002005,14,10,0,6,0.6666999999999998
100030027002004,27,17,1,17,0.7083
100030027002003,30,20,6,15,0.5172000000000001
100030027002002,26,9,5,12,0.4799999999999999
100030027002001,36,17,15,30,0.9091
100030027002000,6,3,3,3,0.5
100030027001049,0,0,0,0,
100030027001048,0,0,0,0,
100030027001047,0,0,0,0,
100030027001046,0,0,0,0,
100030027001045,0,0,0,0,
100030027001044,0,0,0,0,
100030027001043,0,0,0,0,
100030027001042,0,0,0,0,
100030027001041,0,0,0,0,
100030027001040,0,0,0,0,
100030027001039,0,0,0,0,
100030027001038,0,0,0,0,
100030027001037,184,53,92,79,0.5523999999999998
100030027001036,0,0,0,0,
100030027001035,0,0,0,0,
100030027001034,143,42,68,64,0.6465
100030027001033,111,38,44,73,0.7526
100030027001032,0,0,0,0,
100030027001031,38,23,11,18,0.4865
100030027001030,54,34,14,27,0.5293999999999999
100030027001029,31,15,9,12,0.4285999999999999
100030027001028,43,30,6,15,0.375
100030027001027,68,44,12,34,0.5075
100030027001026,0,0,0,0,
100030027001025,0,0,0,0,
100030027001024,1,1,0,0,0.0
100030027001023,0,0,0,0,
100030027001022,46,30,13,16,0.381
100030027001021,44,23,15,19,0.4749999999999999
100030027001020,84,52,13,34,0.4473999999999999
100030027001019,52,27,12,19,0.4042999999999999
100030027001018,0,0,0,0,
100030027001017,0,0,0,0,
100030027001016,2,0,2,0,0.0
100030027001015,2,1,1,1,0.5
100030027001014,7,5,2,4,0.5714
100030027001013,0,0,0,0,
100030027001012,0,0,0,0,
100030027001011,0,0,0,0,
100030027001010,0,0,0,0,
100030027001009,0,0,0,0,
100030027001008,0,0,0,0,
100030027001007,0,0,0,0,
100030027001006,0,0,0,0,
100030027001005,72,15,40,43,0.7678999999999999
100030027001004,0,0,0,0,
100030027001003,0,0,0,0,
100030027001002,0,0,0,0,
100030027001001,0,0,0,0,
100030027001000,0,0,0,0,
100030026004011,59,34,15,31,0.5741
100030026004010,0,0,0,0,
100030026004009,0,0,0,0,
100030026004008,0,0,0,0,
100030026004007,130,72,34,60,0.4878
100030026004006,0,0,0,0,
100030026004005,96,52,26,70,0.7447
100030026004004,35,16,10,17,0.5312999999999999
100030026004003,59,30,9,32,0.6037999999999998
100030026004002,23,5,3,11,0.5
100030026004001,64,33,8,24,0.3871
100030026004000,3,0,0,0,0.0
100030026003014,30,16,6,13,0.4642999999999999
100030026003013,41,27,5,21,0.5526
100030026003012,30,14,6,16,0.5517
100030026003011,70,40,4,31,0.5
100030026003010,77,33,13,43,0.6232
100030026003009,71,47,9,34,0.5231
100030026003008,44,31,3,20,0.4878
100030026003007,74,41,12,33,0.4648
100030026003006,14,11,1,7,0.6363999999999999
100030026003005,68,36,10,23,0.371
100030026003004,46,23,9,10,0.2380999999999999
100030026003003,18,8,4,5,0.3571
100030026003002,44,23,4,11,0.275
100030026003001,43,21,4,14,0.3415
100030026003000,10,6,2,7,0.7778
100030026002021,0,0,0,0,
100030026002020,8,3,3,1,0.1429
100030026002019,56,34,5,34,0.6415
100030026002018,53,34,6,27,0.54
100030026002017,84,56,11,47,0.6104
100030026002016,62,35,5,23,0.4035
100030026002015,42,21,5,12,0.3242999999999999
100030026002014,0,0,0,0,
100030026002013,2,1,0,1,0.5
100030026002012,22,12,5,8,0.381
100030026002011,63,27,9,37,0.6167
100030026002010,87,50,8,31,0.4188999999999999
100030026002009,56,26,6,29,0.5472
100030026002008,48,30,4,20,0.4651
100030026002007,31,22,5,17,0.6070999999999999
100030026002006,17,10,0,11,0.7333
100030026002005,31,21,4,12,0.4138
100030026002004,0,0,0,0,
100030026002003,0,0,0,0,
100030026002002,0,0,0,0,
100030026002001,0,0,0,0,
100030026002000,0,0,0,0,
100030026001008,97,48,33,63,0.6702000000000001
100030026001007,38,18,3,19,0.5757999999999999
100030026001006,41,25,5,22,0.6285999999999999
100030026001005,33,20,3,16,0.5161
100030026001004,34,21,4,16,0.4706
100030026001003,35,18,4,19,0.6332999999999999
100030026001002,21,10,6,7,0.3332999999999999
100030026001001,90,63,11,45,0.5293999999999999
100030026001000,44,25,3,19,0.5134999999999998
100030025003017,31,11,11,19,0.6552000000000001
100030025003016,41,11,28,29,0.7436
100030025003015,32,9,17,23,0.7666999999999999
100030025003014,47,15,26,33,0.7673999999999999
100030025003013,53,21,22,30,0.5999999999999999
100030025003012,46,16,18,24,0.5454999999999999
100030025003011,26,6,14,18,0.7826
100030025003010,37,10,21,20,0.625
100030025003009,36,3,26,21,0.6363999999999999
100030025003008,25,9,13,15,0.625
100030025003007,30,16,12,21,0.75
100030025003006,31,15,12,16,0.5517
100030025003005,52,26,16,28,0.5714
100030025003004,13,8,4,7,0.5833
100030025003003,11,2,1,5,0.4545
100030025003002,32,19,8,9,0.2903
100030025003001,0,0,0,0,
100030025003000,68,37,14,18,0.2857
100030025002013,59,18,9,39,0.6609999999999999
100030025002012,114,35,31,72,0.6486
100030025002011,128,29,23,65,0.5652
100030025002010,0,0,0,0,
100030025002009,151,39,36,73,0.5367999999999999
100030025002008,2,1,1,0,0.0
100030025002007,26,2,14,21,0.8077000000000002
100030025002006,48,6,36,32,0.7111
100030025002005,67,16,39,44,0.7212999999999999
100030025002004,63,21,17,31,0.5345
100030025002003,0,0,0,0,
100030025002002,0,0,0,0,
100030025002001,36,7,27,28,0.875
100030025002000,26,4,15,17,0.7390999999999999
100030025001020,65,29,19,30,0.5172000000000001
100030025001019,42,15,15,29,0.7436
100030025001018,19,4,12,13,0.8667
100030025001017,0,0,0,0,
100030025001016,49,23,21,30,0.6382999999999999
100030025001015,1,1,0,0,0.0
100030025001014,38,4,27,28,0.8
100030025001013,53,19,25,37,0.7255
100030025001012,31,8,20,17,0.6296
100030025001011,65,32,16,33,0.5999999999999999
100030025001010,43,11,21,21,0.525
100030025001009,33,11,22,24,0.75
100030025001008,25,6,16,17,0.6799999999999999
100030025001007,17,5,12,17,1.0
100030025001006,43,13,26,31,0.7380999999999999
100030025001005,60,28,18,43,0.7678999999999999
100030025001004,139,86,33,72,0.5625
100030025001003,0,0,0,0,
100030025001002,39,29,8,21,0.5675999999999999
100030025001001,50,28,10,21,0.4375
100030025001000,57,24,11,29,0.537
100030024004022,40,14,25,24,0.6154
100030024004021,7,0,0,1,0.1429
100030024004020,18,2,16,9,0.5625
100030024004019,13,5,7,12,0.9231
100030024004018,65,12,46,45,0.7142999999999999
100030024004017,30,6,21,23,0.8846
100030024004016,74,18,43,48,0.6957000000000001
100030024004015,49,10,33,33,0.7173999999999999
100030024004014,18,4,12,14,0.8234999999999999
100030024004013,44,11,30,34,0.7907
100030024004012,64,13,39,51,0.8361
100030024004011,52,16,30,41,0.8039
100030024004010,0,0,0,0,
100030024004009,0,0,0,0,
100030024004008,0,0,0,0,
100030024004007,3,0,0,3,1.0
100030024004006,0,0,0,0,
100030024004005,58,18,32,38,0.7037000000000001
100030024004004,24,4,10,19,0.8261
100030024004003,165,43,87,96,0.6234
100030024004002,57,18,29,38,0.7037000000000001
100030024004001,0,0,0,0,
100030024004000,38,12,17,15,0.4545
100030024003037,18,13,3,11,0.6471000000000001
100030024003036,0,0,0,0,
100030024003035,21,12,5,11,0.6110999999999999
100030024003034,34,10,14,23,0.7187999999999999
100030024003033,0,0,0,0,
100030024003032,31,5,22,23,0.7931
100030024003031,0,0,0,0,
100030024003030,16,8,4,11,0.7857
100030024003029,30,17,8,15,0.5172000000000001
100030024003028,0,0,0,0,
100030024003027,0,0,0,0,
100030024003026,3,3,0,1,0.3332999999999999
100030024003025,43,20,18,30,0.7317
100030024003024,67,29,25,41,0.6833
100030024003023,0,0,0,0,
100030024003022,23,12,6,9,0.3913
100030024003021,15,8,1,8,0.6154
100030024003020,33,17,9,17,0.5862
100030024003019,41,11,28,24,0.5999999999999999
100030024003018,2,2,0,0,0.0
100030024003017,46,25,15,31,0.775
100030024003016,0,0,0,0,
100030024003015,0,0,0,0,
100030024003014,0,0,0,0,
100030024003013,14,8,4,2,0.1429
100030024003012,4,3,1,3,0.75
100030024003011,0,0,0,0,
100030024003010,0,0,0,0,
100030024003009,3,1,1,0,0.0
100030024003008,0,0,0,0,
100030024003007,32,16,7,18,0.6207
100030024003006,30,21,7,19,0.6552000000000001
100030024003005,2,2,0,1,0.5
100030024003004,42,29,9,27,0.6584999999999998
100030024003003,55,30,14,35,0.6481
100030024003002,63,46,8,27,0.4425999999999999
100030024003001,0,0,0,0,
100030024003000,48,39,6,29,0.6443999999999999
100030024002024,2,1,0,2,1.0
100030024002023,1,0,1,1,1.0
100030024002022,32,20,5,21,0.6773999999999998
100030024002021,46,21,15,34,0.7727
100030024002020,37,22,4,25,0.6757
100030024002019,82,51,15,52,0.6582000000000001
100030024002018,36,23,12,19,0.5587999999999999
100030024002017,15,13,0,9,0.6922999999999999
100030024002016,6,1,1,1,0.1666999999999999
100030024002015,74,32,21,27,0.4218999999999999
100030024002014,72,38,16,26,0.4126999999999999
100030024002013,14,3,10,10,0.7691999999999999
100030024002012,17,11,1,9,0.5293999999999999
100030024002011,24,12,8,17,0.7727
100030024002010,9,3,4,6,0.6666999999999998
100030024002009,14,8,3,12,0.8571000000000002
100030024002008,0,0,0,0,
100030024002007,18,11,2,13,0.7222
100030024002006,18,11,3,15,0.8333
100030024002005,26,15,6,15,0.5999999999999999
100030024002004,293,173,64,155,0.5805
100030024002003,30,7,20,24,0.9231
100030024002002,9,4,4,8,0.8888999999999999
100030024002001,0,0,0,0,
100030024002000,179,62,82,115,0.7055
100030024001018,51,36,11,25,0.5319
100030024001017,0,0,0,0,
100030024001016,36,24,5,13,0.4063
100030024001015,40,24,10,22,0.5946
100030024001014,32,6,15,13,0.5416999999999998
100030024001013,18,8,5,12,0.7058999999999999
100030024001012,44,18,14,24,0.5714
100030024001011,10,4,5,3,0.2999999999999999
100030024001010,0,0,0,0,
100030024001009,0,0,0,0,
100030024001008,10,6,1,4,0.4
100030024001007,0,0,0,0,
100030024001006,69,26,30,38,0.6129
100030024001005,0,0,0,0,
100030024001004,0,0,0,0,
100030024001003,54,24,17,26,0.5305999999999998
100030024001002,96,35,45,62,0.6889
100030024001001,0,0,0,0,
100030024001000,46,32,8,31,0.6889
100030023003017,64,41,5,34,0.5574
100030023003016,25,11,6,13,0.5416999999999998
100030023003015,33,23,5,10,0.3448
100030023003014,31,20,5,11,0.3793
100030023003013,49,29,4,15,0.3261
100030023003012,18,8,0,5,0.2941
100030023003011,52,29,2,19,0.3878
100030023003010,27,17,2,16,0.6957000000000001
100030023003009,55,37,9,29,0.5685999999999999
100030023003008,15,5,5,6,0.4285999999999999
100030023003007,36,14,9,17,0.4857
100030023003006,44,22,4,15,0.3659
100030023003005,76,50,12,35,0.5071999999999999
100030023003004,43,23,4,17,0.4145999999999999
100030023003003,40,22,10,18,0.4865
100030023003002,70,35,10,25,0.4166999999999999
100030023003001,55,34,10,32,0.6531
100030023003000,64,39,13,39,0.7091
100030023002010,49,29,3,20,0.4651
100030023002009,75,53,12,28,0.4057999999999999
100030023002008,69,44,12,24,0.3692
100030023002007,56,29,7,21,0.4375
100030023002006,0,0,0,0,
100030023002005,54,38,5,21,0.42
100030023002004,26,8,3,1,0.0454999999999999
100030023002003,38,20,1,16,0.5
100030023002002,53,36,7,23,0.4693999999999999
100030023002001,110,56,9,41,0.4226999999999999
100030023002000,47,32,10,17,0.4359
100030023001010,41,31,5,17,0.5
100030023001009,59,29,4,14,0.2641999999999999
100030023001008,40,25,4,18,0.5
100030023001007,118,57,14,37,0.3363999999999999
100030023001006,54,28,7,14,0.2745
100030023001005,18,6,1,4,0.2222
100030023001004,36,18,7,12,0.375
100030023001003,51,33,9,28,0.5714
